#As_1e9    ns    H0    omegab    omegam    omegach2    w0pwa   w    xi+    xi+_msk    xi-    xi-_msk    gammat    gammat_msk    wtheta    wtheta_msk    msk
2.0884276 0.93916145 65.903067 0.053355151 0.27972582 0.097672492 -1.0 -0.8835446 0.15893308629718372 0.040682078915599926 0.2038417757425462 0.02085838603114759 0.014720956904292728 0.0031775837903714192 0.0115568250692124 0.0010480979768264218 0.40933753632264075
1.8742686 0.94730441 70.034299 0.046995943 0.32810744 0.13723451 -1.0 -1.003565 0.6768623018438592 0.10459291601809463 0.9449192866676528 0.0433864143511016 0.0666605768542709 0.008100035549078267 0.022445609338785696 0.0009660038979023166 1.027035482403526
2.2611934 0.9916406 66.162088 0.044045482 0.32078816 0.12049681 -1.0 -1.0431581 0.861876102000503 0.1315155614535038 1.1920389027822298 0.05278065260748965 0.08863217503094054 0.009486553346072417 0.023799683788885716 0.0010474441517688846 1.258771009312332
2.1337616 0.94848764 74.948874 0.04390348 0.29704617 0.14155356 -1.0 -0.88320686 0.7013991884145221 0.1098133384590404 0.9947983951223206 0.043417005075510065 0.08882440849893465 0.009831919476938136 0.022988853220834396 0.0011654051885673043 1.0950621724523422
1.5292681 0.9917653 68.188541 0.051305814 0.32683167 0.12746549 -1.0 -0.92672804 0.3818515474846095 0.0571430262006089 0.5310560067026696 0.022377262080207835 0.02968250286266505 0.003993441916640429 0.007683603989290282 0.000592553143890945 0.559884993019839
2.1071774 0.96439299 72.233196 0.045653463 0.27958442 0.12141149 -1.0 -1.1066702 0.5166643233260327 0.0846287418649951 0.7112833904319267 0.036774737911511986 0.055312568934277176 0.0068884991871800885 0.016962577544916743 0.0012088916175532964 0.8683041758911022
2.3180754 0.95741974 71.714625 0.043160137 0.34647251 0.15534804 -1.0 -0.94241863 1.7608005765996622 0.2356771707089319 2.4205745509156866 0.0896409994423017 0.20272090511175916 0.019103555521177894 0.04142005339937751 0.001993636039800212 2.165338949833868
1.6989751 0.94549361 72.141658 0.052265908 0.28806577 0.12207498 -1.0 -0.85679376 0.2229628981608266 0.040888201814752494 0.29788026530721423 0.018766469212663974 0.020188581416729575 0.003484478377407691 0.008286921010730029 0.0008009940145883066 0.4187479487697871
1.6301699 0.96328536 75.881141 0.05428666 0.30600168 0.14429105 -1.0 -0.95644923 0.44150375077015036 0.06904763961395965 0.6050174792357816 0.027566011100150608 0.040677110173716856 0.005292284603559137 0.011810649242973632 0.0009100635001978753 0.6795769865150246
2.293046 0.95342405 63.316989 0.045724754 0.28647693 0.0958734 -1.0 -1.09216 0.306909023410735 0.06432943940623416 0.4189396058581482 0.03137954674648474 0.02938461874038738 0.004915881048497788 0.012574145114708161 0.0010313510975258017 0.6673795747170835
